PMID,Original_Title,Generated_Title
35218992,Genome-wide detection of non-additive quantitative trait loci for semen production traits in beef and dairy bulls., and its association with genotype
35216085,The Induced Expression of BPV E4 Gene in Equine Adult Dermal Fibroblast Cells as  a Potential Model of Skin Sarcoid-like Neoplasia.,The equine sarcoid is one of the most common neoplasias
35304289,Formononetin attenuates Aβ25-35-induced adhesion molecules in HBMECs via Nrf2 activation.,Brain vascular inflammation plays a crucial role in the pathogenesis
35448653,Candidate Genes in Bull Semen Production Traits: An Information Approach Review., and its association with genomic
35427916,Global prevalence of Giardia duodenalis in cattle: A systematic review and meta-analysis.,Detection of  in cattle
35383222,Screening and validation of reference genes for qRT-PCR of bovine skeletal muscle-derived satellite cells.,Study of  in cattle
35451781,Incorporation of Trait-Specific Genetic Information into Genomic Prediction Models., and its association with trait
35352252,"Association of Infradian Rhythms of Motor Activity, Concentration of Glucocorticoid Hormones, and One-Minute-Step Oscillations of Body Temperature with Intensity of Fluctuations of Secondary Cosmic Rays.",The study compared the daily mean intensity of one-minute-step fluctuations
35301378,Breed dependent regulatory mechanisms of beneficial and non-beneficial fatty acid profiles in subcutaneous adipose tissue in cattle with divergent feed efficiency.,Study of  in cattle
35214793,Protection of Cattle against Epizootic Bovine Abortion (EBA) Using a Live Pajaroellobacter abortibovis Vaccine.,Epizootic bovine abortion (EBA) is an arthropod-borne bacterial disease that
35358837,Estimating the burden of multiple endemic diseases and health conditions using Bayes' Theorem: A conditional probability model applied to UK dairy cattle.,Method of  in livestock
35396568,Integrated analysis of expression profiles with meat quality traits in cattle.,Study of  in cattle
35308836,Estimation of direct and maternal genetic effects and annotation of potential candidate genes for weight and meat quality traits in a genotyped outdoor dual-purpose cattle breed., and its association with trait
35285243,A Metagenomic Approach for Characterizing Antibiotic Resistance Genes in Specific Bacterial Populations: Demonstration with Escherichia coli in Cattle Manure.,Approach of  in cattle
35392112,An Observational Study Investigating Potential Risk Factors and Economic Impact for Bovine Ischaemic Teat Necrosis on Dairy Farms in Great Britain.,Study of  in animal
35261542,Association of inflammatory biomarker abnormalities with mortality in COVID-19: a meta-analysis., and its association with protein
35327098,The Estimation of Genetic Parameters for Longevity According to Lactation Period  Using a Multiple Trait Animal Model in Korean Holstein Cows.,Study of  in animal
35456104,Diagnosis of Coxiella burnetii Cattle Abortion: A One-Year Observational Study.,Detection of  in livestock
35328663,Molecular Properties of Human Guanylate Cyclase-Activating Protein 3 (GCAP3) and  Its Possible Association with Retinitis Pigmentosa., and its association with variant
35307176,Genome-wide association analysis for susceptibility to infection by Mycobacterium avium ssp. paratuberculosis in US Holsteins.,Study of  in cattle
35239048,Molecular characterization and hematological analysis of Listeria monocytogenes infection in dairy cows in Punjab (Pakistan)., and its association with gene
35213667,Risk factors for bovine rotavirus infection and genotyping of bovine rotavirus in diarrheic calves in Bangladesh., and its association with genotype
35379456,Effect of selective dry cow treatment on udder health and antimicrobial usage on  Dutch dairy farms.,Approach of  in animal
35456078,The Associated Decision and Management Factors on Cattle Tick Level of Infestation in Two Tropical Areas of Ecuador.,Study of  in livestock
35255804,A 1-bp deletion in bovine QRICH2 causes low sperm count and immotile sperm with multiple morphological abnormalities.,Analysis of  in cattle
35346467,Genetic and genomic analysis of age at first insemination in Israeli dairy cattle.,Analysis of  in animal
35222192,Non-symbolic Ratio Reasoning in Kindergarteners: Underlying Unidimensional Heuristics and Relations With Math Abilities.,Although it is thought that young children focus on the
35327670,Identification and Characterization of Circular RNAs in Mammary Tissue from Holstein Cows at Early Lactation and Non-Lactation.,"In this study, circular RNAs (circRNAs) from Holstein cow mammary"
35347868,Seroprevalence of anti-Leptospira antibodies in equines and associated workers-Isolation of Leptospira interrogans serogroup Canicola from equine urine.,Technique of  in animal
35413450,Whole-Genome Sequence of a Putative Pathogenic Bacillus sp. strain SD-4 Isolated  from Cattle Feed.,Study of  in animal
35458653,A Disposable Sensor Chip Using a Paste Electrode with Surface-Imprinted Graphite  Particles for Rapid and Reagentless Monitoring of Theophylline.,"This work focuses on a carbon-based imprinted polymer composite, employed"
35213644,Dynamic sustainable productivity growth of Dutch dairy farming.,"The economic, environmental and social sustainability of Dutch dairy farms"
35268150,The Candidate Chromosomal Regions Responsible for Milk Yield of Cow: A GWAS Meta-Analysis.,Study of  in livestock
35244319,"The prevalence of Campylobacter spp., Listeria monocytogenes and Shiga toxin-producing Escherichia coli in Norwegian dairy cattle farms: A comparison between free stall and tie stall housing systems.", and its association with gene
35366068,Livestock Use on Public Lands in the Western USA Exacerbates Climate Change: Implications for Climate Change Mitigation and Adaptation.,Approach of  in livestock
35342200,Inflammatory Biomarker and Response to Antidepressant in Major Depressive Disorder: a Systematic Review and Meta-Analysis., and its association with protein
35197999,"Analysis of Upstream Regulators, Networks, and Pathways Associated With the Expression Patterns of Polycystic Ovary Syndrome Candidate Genes During Fetal Ovary Development.", and its association with gene
35314179,Influences of charge properties and hydrophobicity on the coagulation of inorganic and organic matters from water associated with starch-based coagulants.,"In this work, two series of binary graft cationic starch-based"
35268066,Cow's Milk Intake and Risk of Coronary Heart Disease in Korean Postmenopausal Women.,Numerous studies have reported conflicting results associated with cow's milk
35272721,The winner takes it all: dominance of Calicophoron daubneyi (Digenea: Paramphistomidae) among flukes in Central European beef cattle.,"In Europe, paramphistomosis caused by Paramphistomum spp."
35323100,A missense mutation (rs209302038) of KRT9 gene associated with heat stress in Chinese cattle.,Study of  in cattle
35448519,"Production of Hydroxy Fatty Acids, Precursors of γ-Hexalactone, Contributes to the Characteristic Sweet Aroma of Beef.",Study of  in cattle
35207596,Characterization of Serum Metabolome and Proteome Profiles Identifies SNX5 Specific for Pregnancy Failure in Holstein Heifers.,Detection of  in cattle
35412417,Validation of serum paraoxonase/arylesterase 1 (PON1) as a protein marker of illicit dexamethasone treatment in veal calves.,Detection of  in livestock
35392625,DNA methylation dataset of bovine embryonic fibroblast cells treated with epigenetic modifiers and divergent energy supply., and its association with gene
35334789,Evaluating the Effects of Diet-Gut Microbiota Interactions on Sleep Traits Using  the UK Biobank Cohort., and its association with variant
35324839,PRM1 Gene Expression and Its Protein Abundance in Frozen-Thawed Spermatozoa as Potential Fertility Markers in Breeding Bulls., and its association with protein
35307348,A single phenylalanine residue in β-arrestin2 critically regulates its binding to G protein-coupled receptors., and its association with protein
35282913,"Heat stress during the transition period is associated with impaired production,  reproduction, and survival in dairy cows.",Association of heat stress (hs) exposure during the
35291953,"Characterization of runs of homozygosity, heterozygosity-enriched regions, and population structure in cattle populations selected for different breeding goals.",Detection of  in livestock
35332362,Effects of DGAT1 on milk performance in Sudanese Butana × Holstein crossbred cattle.,Study of  in cattle
35450716,Association between genomic daughter pregnancy rates and reproductive parameters  in Holstein dairy cattle., and its association with genomic
35327183,The Utility of Serological Analysis for Neospora caninum Infection in Dairy Cattle Farms Management: Serological Investigation and Evaluation of the Effects  on Reproductive and Productive Performances in Two Study Herds in Northern Italy.,Study of  in animal
35228409,Leptin receptor expression and its change in association with the normalization of EGF profile after seminal plasma treatment in repeat breeder dairy cows.,Factors associated with high milk production levels have been linked
35305573,Identification of novel alternative splicing associated with mastitis disease in  Holstein dairy cows using large gap read mapping., and its association with gene
35231779,Coupled steroid and phosphorus leaching from cattle slurry at lysimeter scale.,Study of  in cattle
35390123,Revealing the genetic basis of eyelid pigmentation in Hereford cattle.,Study of  in cattle
35400964,The first study on seroprevalence and risk factors of Neospora caninum infection  in pregnant local cows from Northeast Algeria.,Study of  in cattle
35335790,Construction of N-CDs and Calcein-Based Ratiometric Fluorescent Sensor for Rapid  Detection of Arginine and Acetaminophen.,"In our study, a unique ratiometric fluorescent sensor for the"
35342738,Efficacy of synergistic activity of seed oils from Carthamus tinctorius (Safflower) and Nasturtium officinale (Watercress) on the lethality of the cattle tick Hyalomma scupense (Acari: Ixodidae).,Background: Ticks and tick-borne diseases are a severe economic and
35337023,Environmental Effects on Viable Virus Transport and Resuspension in Ventilation Airflow.,"To understand how SARS-CoV-2 spreads indoors, in this study bovine"
35282903,"Association of housing and management practices with milk yield, milk composition, and fatty acid profile, predicted using Fourier transform mid-infrared spectroscopy, in farms with automated milking systems.", and its association with protein
35379858,Recovery of mitogenomes from whole genome sequences to infer maternal diversity in 1883 modern taurine and indicine cattle.,Study of  in livestock
35275284,The association between meat and fish intake by preparation methods and breast cancer in the Carolina Breast Cancer Study (CBCS).,Associations between intake of meat and fish by
35346462,Integrating heterogeneous across-country data for proxy-based random forest prediction of enteric methane in dairy cattle., and its association with protein
35215125,Molecular Characterization of Bovine Leukemia Virus with the Evidence of a New Genotype Circulating in Cattle from Kazakhstan.,Method of  in cattle
35321292,The migration of the bovine-derived xenograft particles: A case series.,The long-term safety of xenografts and their potential association with
35268227,Associations between Animal Welfare Indicators and Animal-Related Factors of Slaughter Cattle in Austria.,Study of  in animal
35440706,Long-term artificial selection of Hanwoo (Korean) cattle left genetic signatures  for the breeding traits and has altered the genomic structure.,Detection of  in cattle
35222335,Identification of Type VI Secretion Systems Effector Proteins That Contribute to  Interbacterial Competition in Salmonella Dublin.,Study of  in cattle
35444687,Genetic Modeling and Genomic Analyses of Yearling Temperament in American Angus Cattle and Its Relationship With Productive Efficiency and Resilience Traits.,Study of  in animal
35225175,Identification and dynamic expression profiling of circadian clock genes in Spodoptera litura provide new insights into the regulation of sex pheromone communication.,Spodoptera litura is an important pest that causes significant economic
35405644,Molecular Characterization of Rickettsial Agents in Ticks (Acari: Ixodidae) from  Sri Lanka.,Study of  in cattle
34509172,Transcriptome analysis reveals key genes and pathways associated with egg production in Nandan-Yao domestic chicken.,Study of  in chicken
34677025,Induction of General Anesthesia With Alfaxalone in the Domestic Chicken.,Study of  in animal
35155537,Association Between Dietary Patterns and Different Metabolic Phenotypes in Japanese Adults: WASEDA'S Health Study.,Study of  in chicken
34547619,Factors affecting gene expression associated with the skin color of black-bone chicken in Thailand.,Study of  in chicken
35056020,Investigation of the Potential of Heterophil/Lymphocyte Ratio as a Biomarker to Predict Colonization Resistance and Inflammatory Response to Salmonella enteritidis Infection in Chicken.,Study of  in chicken
35182101,Effects of Lean Pork on Microbiota and Microbial-Metabolite Trimethylamine-N-Oxide: A Randomized Controlled Non-Inferiority Feeding Trial Based on the Dietary Guidelines for Americans.,Study of  in chicken
34481002,"ALDH2, ADCY3 and BCMO1 polymorphisms and lifestyle-induced traits are jointly associated with CAD risk in Chinese Han people.",Detection of  in chicken
35123157,Investigating the cecal microbiota in broiler poultry farms and its potential relationships with animal welfare.,Study of  in animal
35405643,Prevalence of Chagas Disease and Associated Factors in an Endemic Area of Northeastern Argentina.,Study of  in chicken
35068105,Immune Responses and B Complex Associated Resistance to Infectious Bronchitis Virus in Chickens., and its association with chromosome
34504482,Characterization of a Potent New-Generation Antimicrobial Peptide of Bacillus., and its association with gene
34852967,MiR-29b-1-5p regulates the proliferation and differentiation of chicken primary myoblasts and analysis of its effective targets.,Detection of  in chicken
34928784,"Insulin-like growth factor 2 (IGF2) gene: molecular characterization, expression  analysis and association of polymorphisms with egg production traits in goose (Anser cygnoides).",Study of  in chicken
34512716,The Potential of Toll-Like Receptors to Modulate Avian Immune System: Exploring the Effects of Genetic Variants and Phytonutrients., and its association with genomic
35278017,A carvacrol-based product reduces Campylobacter jejuni load and alters microbiota composition in the caeca of chickens.,Study of  in chicken
35276495,"In pursuit of a better broiler: tibial morphology, breaking strength, and ash content in conventional and slower-growing strains of broiler chickens.",Differences in bone traits in 14 strains of
35334925,"Efficacy of the Nutritional Risk Index, Geriatric Nutritional Risk Index, BMI, and GLIM-Defined Malnutrition in Predicting Survival of Patients with Head and Neck Cancer Patients Qualified for Home Enteral Nutrition.",Malnutrition is a poor prognostic factor in cancer disease.
35175959,Restricted dietary pattern may contribute to lowering blood pressure in adolescents with obesity: Study of Cardiovascular Risk in Adolescents.,Method of  in chicken
34585996,Pigment concentrations in eggshell and their related gene expressions in uterus of Changshun blue eggshell chickens., and its association with gene
34954808,The light response in chickens divergently selected for feather pecking behavior  reveals mechanistic insights towards psychiatric disorders.,Study of  in animal
34460062,Genomic organization and hypoxia inducible factor responsive regulation of teleost hsp90β gene during hypoxia stress., and its association with protein
35268126,Identification and Protective Efficacy of Eimeria tenella Rhoptry Kinase Family Protein 17.,Study of  in animal
34573562,RNA Profiles of the Korat Chicken Breast Muscle with Increased Carnosine Content  Produced through Dietary Supplementation with β-Alanine or L-Histidine.,Study of  in chicken
35310118,Diagnostic Laparoscopy for Ovarian Tumor Due to Salmonella Infection., and its association with protein
34988376,Association of insulin-like growth factor 1 (IGF1) gene polymorphism with the reproductive performance of three dual-purpose chicken breeds.,Identification of  in chicken
35090599,Mapping the invisible chromatin transactions of prophase chromosome remodeling.,"We have used a combination of chemical genetics, chromatin proteomics,"
34461467,Small-scale commercial chicken production: A risky business for farmers in the Mekong Delta of Vietnam.,Approach of  in chicken
34928895,Overactive Bladder or Anxiety: Which Came First?,Approach of  in chicken
34890302,"Associations of CALM1 and DRD1 polymorphisms, and their expression levels, with Taihang chicken egg-production traits.",Study of  in chicken
34816300,Evaluation of immunoprotective effects of recombinant proteins and DNA vaccines derived from Eimeria tenella surface antigen 6 and 15 in vivo.,Analysis of  in chicken
34475461,Indicators of the molecular pathogenesis of virulent Newcastle disease virus in chickens revealed by transcriptomic profiling of spleen., and its association with genotype
34471977,Epidemiology of Neospora caninum infection in free-range chickens (Gallus gallus  domesticus) in north central Mexico.,Epidemiology of natural infection by n
34923247,Baculovirus-derived influenza virus-like particle confers complete protection against lethal H7N9 avian influenza virus challenge in chickens and mice.,Study of  in chicken
34600571,Microbial taxa in dust and excreta associated with the productive performance of  commercial meat chicken flocks.,Study of  in chicken
34546051,Searching for Hydrodynamic Orienting Effects in the Association of Tri-N-acetylglucosamine with Hen Egg-White Lysozyme.,"Using stopped-flow fluorometry, we determined rate constants for the formation"
34650121,Transcriptomics of chicken cecal tonsils and intestine after infection with low pathogenic avian influenza virus H9N2., and its association with gene
35421830,Construction and immune efficacy of a recombinant turkey herpesvirus vaccine strain expressing fusion protein of genotype VII Newcastle disease virus., and its association with protein
35237677,Smallholder Broiler Farmers' Characteristics to Uptake Measures Against Highly Pathogenic Avian Influenza in Western Java.,Study of  in animal
34883322,Ascaridia galli challenge model for worm propagation in young chickens with or without immunosuppression.,"With the continued growth of free-range egg production, the importance"
35345851,Time-Course Transcriptional and Chromatin Accessibility Profiling Reveals Genes Associated With Asymmetrical Gonadal Development in Chicken Embryos.,Study of  in chicken
34567487,Clinical Effect Analysis of Laparoscopic Surgery for Gastric Tumor under Data Mining.,Method of  in chicken
34774358,A novel DNA platform designed for vaccine use with high transgene expression and  immunogenicity., and its association with gene
35431079,Worm control practices on free-range egg farms in Australia and anthelmintic efficacy against nematodes in naturally infected layer chickens.,This study investigated worm control practices by free-range egg farmers
34585985,Development of an Inactivated H7N9 Subtype Avian Influenza Serological DIVA Vaccine Using the Chimeric HA Epitope Approach., and its association with protein
35125917,"Evaluation of Commercial 6-Phytases on Growth Performance, Bone Mineral Content,  and Feed Digestibility of Broiler Chicks.", and its association with protein
34844112,Epididymal mRNA and miRNA transcriptome analyses reveal important genes and miRNAs related to sperm motility in roosters.,Study of  in chicken
35095857,Differential Virus-Specific IFN-Gamma Producing T Cell Responses to Marek's Disease Virus in Chickens With B19 and B21 MHC Haplotypes.,"Marek's disease virus (MDV), the etiologic agent for Marek's disease"
35400313,Genome-wide association studies and haplotype sharing analysis targeting the growth traits in Yandang partridge chickens.,Method of  in chicken
35189072,Identification of nucleotide polymorphisms in the key promoter region of chicken  annexins A2 gene associatied with egg laying traits.,Study of  in chicken
35432481,Transcriptome Analysis Reveals miR-302a-3p Affects Granulosa Cell Proliferation by Targeting DRD1 in Chickens.,Study of  in chicken
34584942,Transcriptomic profile of leg muscle during early growth and development in Haiyang yellow chicken.,Study of  in chicken
35316733,Endoplasmic reticulum stress is involved in small white follicular atresia in chicken ovaries.,"Follicles in laying hens, a large number of"
35168561,Genetic effect of an InDel in the promoter region of the NUDT15 and its effect on myoblast proliferation in chickens.,Study of  in chicken
34625122,Perturbations of the ileal mycobiota by necrotic enteritis in broiler chickens.,Study of  in animal
34628592,Neuro-Behavioral Dynamic Prediction of Interpersonal Cooperation and Aggression.,Evaluation of  in chicken
35037399,Homologous PB1 gene promotes the replication efficiency of avian influenza H7N4 candidate vaccine virus., and its association with protein
35327110,Morphological Characteristics and Transcriptome Landscapes of Chicken Follicles during Selective Development.,Ovarian follicle selection largely depends on the transition of granulosa
34778408,Post-angiography Retention of the Contrast Agent in the Left Atrial Appendage Is  Associated With Risk of Cardioembolic Stroke in Patients With Atrial Fibrillation: A Retrospective Study.,Study of  in chicken
34867850,Improving Chicken Responses to Glycoconjugate Vaccination Against Campylobacter jejuni., and its association with phenotype
34936960,"Effects of incubator oxygen and carbon dioxide concentrations on hatchability of  fertile eggs, some blood parameters, and histopathological changes of broilers with different parental stock ages in high altitude.",Broilers were investigated
34997179,Chicken blastoderms and primordial germ cells possess a higher expression of DNA  repair genes and lower expression of apoptosis genes to preserve their genome stability.,Analysis of  in chicken
34555848,Association of female reproductive tract microbiota with egg production in layer  chickens.,BACKGROUND: The microbiota of the female reproductive tract is increasingly
34583293,"Association between farm biosecurity practices and antimicrobial usage on commercial chicken farms in Chattogram, Bangladesh.",Method of  in livestock
35208655,Distribution of Salmonella spp. Serotypes Isolated from Poultry in Abruzzo and Molise Regions (Italy) during a 6-Year Period., and its association with variant
34834960,Immunogenicity of Novel Live Vaccine Based on an Artificial rHN20 Strain against  Emerging Fowl Adenovirus 4., and its association with gene
34571798,MIDESP: Mutual Information-Based Detection of Epistatic SNP Pairs for Qualitative and Quantitative Phenotypes., and its association with phenotype
35405904,G0S2 Gene Polymorphism and Its Relationship with Carcass Traits in Chicken.,Method of  in chicken
34773482,LncRNAs in domesticated animals: from dog to livestock species., and its association with protein
35066209,Multifaceted roles of the egg perivitelline layer in avian reproduction: Functional insights from the proteomes of chicken egg inner and outer sublayers.,Study of  in chicken
35391799,Population Genomic Sequencing Delineates Global Landscape of Copy Number Variations that Drive Domestication and Breed Formation of in Chicken.,Analysis of  in chicken
35145500,"RW-BP100-4D, a Promising Antimicrobial Candidate With Broad-Spectrum Bactericidal Activity.",Study of  in chicken
34567076,Time Course Transcriptomic Study Reveals the Gene Regulation During Liver Development and the Correlation With Abdominal Fat Weight in Chicken.,Study of  in chicken
35453750,"Clostridium perfringens Associated with Foodborne Infections of Animal Origins: Insights into Prevalence, Antimicrobial Resistance, Toxin Genes Profiles, and Toxinotypes.",Study of  in chicken
35205238,The SLC27A1 Gene and Its Enriched PPAR Pathway Are Involved in the Regulation of  Flavor Compound Hexanal Content in Chinese Native Chickens.,Study of  in chicken
34696415,Newcastle Disease Virus Vectored Chicken Infectious Anaemia Vaccine Induces Robust Immune Response in Chickens.,Assessment of  in chicken
34869349,Dynamic Expression and Regulatory Network of Circular RNA for Abdominal Preadipocytes Differentiation in Chicken (Gallus gallus).,Identification of  in chicken
34954461,Stress-induced immunosuppression increases levels of certain circulating miRNAs and affects the immune response to an infectious bursal disease virus vaccine in  chickens.,Study of  in chicken
35173035,The Discovery of Chicken Foxp3 Demands Redefinition of Avian Regulatory T Cells.,Identification of  in chicken
34591878,"Approach direction and accuracy, but not response times, show spatial-numerical association in chicks.",Chicks trained to identify a target item in a sagittally-oriented
34980121,Protective immunity induced by oral vaccination with a recombinant Lactococcus lactis vaccine against H5Nx in chickens., and its association with gene
34809450,"Why Did the Bee Eat the Chicken? Symbiont Gain, Loss, and Retention in the Vulture Bee Microbiome.", and its association with protein
35255339,Influence of laying hen-systems and ecologic variables on mites of medical and veterinary importance.,The search for improvements in the poultry production chain and
34604602,"Isolation, identification antimicrobial susceptibility and associated risk factors of Salmonella in semi-intensive poultry farms of Kafa zone, Southwest Ethiopia.",Study of  in chicken
34504189,Differentially expressed genes in the femur cartilage transcriptome clarify the understanding of femoral head separation in chickens.,Study of  in animal
35003230,Differentially Expressed lncRNAs Related to the Development of Abdominal Fat in Gushi Chickens and Their Interaction Regulatory Network.,Study of  in chicken
34864328,"Survey of Salmonella in commercial broiler farms in Shiraz, southern Iran.",Study of  in chicken
35071376,S-Methylcysteine Ameliorates the Intestinal Damage Induced by Eimeria tenella Infection via Targeting Oxidative Stress and Inflammatory Modulators.,Avian coccidiosis is one of the major parasitic diseases in
35290380,Whole-genome sequencing revealed genetic diversity and selection of Guangxi indigenous chickens.,Analysis of  in chicken
35100979,Genome-wide run of homozygosity analysis reveals candidate genomic regions associated with environmental adaptations of Tibetan native chickens., and its association with genetic
35055138,Orofacial Cleft and Mandibular Prognathism-Human Genetics and Animal Models.,Study of  in animal
34867866,Risk Factors and Prevalence of mcr-1-Positive Escherichia coli in Fecal Carriages Among Community Children in Southern Taiwan.,Study of  in chicken
35299951,Genome-Wide Association Studies Provide Insight Into the Genetic Determination for Hyperpigmentation of the Visceral Peritoneum in Broilers., and its association with trait
35000932,Colonic Chicken Skin Mucosa Surrounding Colon Polyps Is an Endoscopic Predictive  Marker for Colonic Neoplastic Polyps.,Study of  in chicken
35063827,Salmonella Typhimurium lacking phoBR as a live vaccine candidate against poultry  infection.,"Salmonella enterica serovar Typhimurium, with a broad-host range, is a"
34944274,Association of Heterophil/Lymphocyte Ratio with Intestinal Barrier Function and Immune Response to Salmonella enteritidis Infection in Chicken., and its association with gene
34534851,The digestive and reproductive tract microbiotas and their association with body  weight in laying hens., and its association with trait
34571753,Unveiling Comparative Genomic Trajectories of Selection and Key Candidate Genes in Egg-Type Russian White and Meat-Type White Cornish Chickens.,Identification of  in chicken
35117983,"Seroprevalence and Associated Risk Factors of Infectious Bursal Disease in Chickens Managed Under Intensive and Backyard Production Systems in Western Oromia, Ethiopia.",Study of  in chicken
34788357,Meat consumption and gastric cancer risk: the Japan Public Health Center-based Prospective Study.,Study of  in chicken
35401685,Genetic Parameter Estimation and Whole Sequencing Analysis of the Genetic Architecture of Chicken Keel Bending.,Study of  in chicken
34530512,Optimal population size to detect quantitative trait loci in Korean native chicken: a simulation study.,Detection of  in chicken
35251489,The Chicken and Egg of Pride and Social Rank.,Prior research has found an association between pride experiences and
35246679,Palatability and apparent total tract macronutrient digestibility of retorted black soldier fly larvae-containing diets and their effects on the fecal characteristics of cats consuming them.,Study of  in chicken
34484301,Genetic Diversity of MHC B-F/B-L Region in 21 Chicken Populations.,Investigation of  in chicken
34599202,L. rhamnosus improves the immune response and tryptophan catabolism in laying hen pullets.,"In mammals, early-life probiotic supplementation is a promising tool for"
34980288,Performance of distinct microbial based solutions in a Campylobacter infection challenge model in poultry.,Analysis of  in chicken
35215968,A Novel Recombinant FAdV-4 Virus with Fiber of FAdV-8b Provides Efficient Protection against Both FAdV-4 and FAdV-8b., and its association with genetic
35205354,Identification of Candidate Genes for Meat Color of Chicken by Combing Selection  Signature Analyses and Differentially Expressed Genes.,Method of  in chicken
34959155,Eggshell decalcification and skeletal mineralization during chicken embryonic development: defining candidate genes in the chorioallantoic membrane.,Identification of  in chicken
35326758,Categorisation of Antimicrobial Use in Fijian Livestock Production Systems.,Antimicrobial resistance (AMR) is a major global threat to human
34869728,Evaluation of Safety and Protective Efficacy of a waaJ and spiC Double Deletion Korean Epidemic Strain of Salmonella enterica Serovar Gallinarum., and its association with genetic
34563266,Interaction of Salmonella Gallinarum and Salmonella Enteritidis with peripheral leucocytes of hens with different laying performance., and its association with gene
35271885,Identification of Marek's disease virus pUL56 homologue and analysis of critical  amino acid stretches indispensable for its intracellular localization.,Study of  in chicken
35205371,A Deletion Upstream of SOX10 Causes Light Yellow Plumage Colour in Chicken.,Analysis of  in chicken
35024351,"Seroepidemiology of Infectious Bursal Disease in Poultry Reared Under Backyard Production System in Wolaita Zone, Southern Ethiopia.",Study of  in chicken
35179843,"Risk factors for outbreaks caused by variant strain of Newcastle disease on environmentally controlled broiler chicken farms in Lahore, Pakistan.", and its association with variant
34710471,"Transcriptional regulation of CYP19A1 expression in chickens: ESR1, ESR2 and NR5A2 form a functional network.", and its association with protein
34573320,Integrated Bioinformatics Analysis Reveals Marker Genes and Potential Therapeutic Targets for Pulmonary Arterial Hypertension., and its association with gene
35056618,Dietary Beta-Hydroxy-Beta-Methyl Butyrate Supplementation Inhibits Hepatic Fat Deposition via Regulating Gut Microbiota in Broiler Chickens., and its association with gene
34739966,Comparative susceptibility of the common teal (Anas crecca) to infection with high pathogenic avian influenza virus strains isolated in Japan in 2004-2017.,Analysis of  in chicken
35371568,"Dietary Patterns and Their Association with Metabolic Syndrome and Their Components in Middle-Class Adults from Damascus, Syria: A Cross-Sectional Study.",Study of  in chicken
35317755,Genetic diversity and signatures of selection for heat tolerance and immune response in Iranian native chickens.,Study of  in chicken
34787031,Short-term and long-term effects of antimicrobial use on antimicrobial resistance in broiler and turkey farms.,RESEARCH HIGHLIGHTSSulfamethoxazole and ampicillin resistance are the highest in E.
34903938,Sequencing and phylogenetic analysis of the stn gene of Salmonella species isolated from different environmental sources at Lake Qarun protectorate: The role of migratory birds and public health importance.,Study of  in chicken
35102184,"gga-miRNOME, a microRNA-sequencing dataset from chick embryonic tissues.",Study of  in chicken
34872001,Genome-wide survey and functional analysis reveal TCF21 promotes chicken preadipocyte differentiation by directly upregulating HTR2A.,"BACKGROUND/AIM: Previously, we showed that transcription factor 21 (TCF21) promotes"
34574166,Real-Time Gauging of the Gelling Maturity of Duck Eggs Pickled in Strong Alkaline Solutions.,Method of  in chicken
35459547,α-Gal present on both glycolipids and glycoproteins contributes to immune response in meat-allergic patients., and its association with protein
35453465,Creeping Wood Sorrel and Chromium Picolinate Effect on the Nutritional Composition and Lipid Oxidative Stability of Broiler Meat.,"Efficacy of cr in broilers, aiming to evaluate"
35007816,ESPEN practical guideline: Home enteral nutrition.,"This ESPEN practical guideline will inform physicians, nurses, dieticians, pharmacists,"
34800768,"Genomic analysis of antibiotic-resistant Enterococcus spp. reveals novel enterococci strains and the spread of plasmid-borne Tet(M), Tet(L) and Erm(B) genes from chicken litter to agricultural soil in South Africa.",Analysis of  in chicken
34495702,Endogenous Feline Leukemia Virus (FeLV) siRNA Transcription May Interfere with Exogenous FeLV Infection.,Approach of  in chicken
35327970,Liver Transcriptome Response to Heat Stress in Beijing You Chickens and Guang Ming Broilers.,Study of  in chicken
35008049,Household Bird Ownership is Associated with Respiratory Illness among Young Children in Urban Bangladesh (CHoBI7 Program).,Study of  in animal
35100292,Comparison of seven SNP calling pipelines for the next-generation sequencing data of chickens.,Analysis of  in chicken
35393054,Single-nucleotide polymorphisms in genes related to oxidative stress and ion channels in chickens are associated with semen quality and hormonal responses to  thermal stress.,Study of  in livestock
34573400,Genetic Diversity of Microneme Protein 2 and Surface Antigen 1 of Eimeria tenella., and its association with protein
34700098,A comparative study of libido in drakes: from phenotypes to molecules.,Evaluation of  in livestock
34912840,"Dietary Enteromorpha Polysaccharide Enhances Intestinal Immune Response, Integrity, and Caecal Microbial Activity of Broiler Chickens.",Study of  in chicken
35365230,"Biogeography, succession, and origin of the chicken intestinal mycobiome.",Study of  in chicken
34859725,The association of ribosomal protein L18 with Newcastle disease virus matrix protein enhances viral translation and replication., and its association with protein
35453746,"Identification of Key Candidate Genes in Runs of Homozygosity of the Genome of Two Chicken Breeds, Associated with Cold Adaptation.",Study of  in chicken
35107364,FAdV-4 without Fiber-2 Is a Highly Attenuated and Protective Vaccine Candidate., and its association with gene
34872745,Centennial Review: Factors affecting the chicken gastrointestinal microbial composition and their association with gut health and productive performance.,"Maintenance of ""gut health"" is considered a priority in commercial"
34534850,The association of social rank with paternity efficiency in competitive mating flocks of Zi goose ganders (Anser cygnoides L.).,Influence of social rank (sr) on paternity efficiency
35164622,Polymorphism in the 5' regulatory region of CTNNB1 gene and association with age  at first lay and egg production.,Study of  in chicken
