PMID,Original_Title,Generated_Title
35279213,"Tolerance induction through early feeding to prevent food allergy in infants with eczema (TEFFA): rationale, study design, and methods of a randomized controlled trial.","A randomized controlled, double blind, single-center clinical trial on the association of hen's egg, cow's milk, peanut, and hazelnut with food allergies."
35437469,The impacts of COVID-19 on cattle traders and their response in agro-pastoral and pastoral regions in Uganda: A case of Karamoja and Teso cattle traders.,Impact of COVID-19 on cattle traders in the Karamoja and Teso pastoral and agro-pastoral areas in Uganda.
35230546,Association between aflatoxin M1 excretion in milk and indicators of rumen fermentation in bovines.,Aflatoxin M1 (AFM1) excretion and indicators of rumen fermentation in bovines.
35301961,"Selection of reference genes for quantitative real-time PCR normalization in the  coffee white stem borer, Xylotrechus quadripes Chevrolat (Coleoptera: Cerambycidae).",Identification of Reference Genes for Quantitative Real-Time PCR's normalization of Xylotrechus quadripes Chevrolat (Coleoptera: Cerambycidae).
35304629,Epidemic abortions due to Neospora caninum infection in farmed red deer (Cervus elaphus).,An outbreak of Neospora caninum in farmed red deer (Gallus gallus).
35379460,Hepatic triacylglycerol associations with production and health in dairy cows.,"Associations between hepatic triacylglycerol content and production, blood metabolites, incidence of diseases, reproduction, and survival in Holstein cows."
35403911,"Evaluation of bleaching efficacy, microhardness, and trans-amelodentinal diffusion of a novel bleaching agent for an in-office technique containing hexametaphosphate and fluoride.","Effects of calcium gluconate, sodium fluoride, and sodium hexametaphosphate on the color change, enamel hardness, mineral deposition, composition, color alteration, texture, properties of the in-office bleaching agent."
35436852,Using mid-infrared spectroscopy to increase GWAS power to detect QTL associated with blood urea nitrogen.,Comparison of genome-wide association studies for milk urea nitrogen and bovine serum nitrogen using mid-infrared spectroscopy.
35281842,Host Genome-Metagenome Analyses Using Combinatorial Network Methods Reveal Key Metagenomic and Host Genetic Features for Methane Emission and Feed Efficiency in Cattle.,Identification of microbial communities and host genetic factors associated with methane emission and residual feed intake in dairy cattle.
35363779,Cross-population selection signatures in Canchim composite beef cattle.,Identification of selection signatures in Canchim composite beef cattle using cross-population analyses with Nelore and Charolais.
35361830,Four novel candidate causal variants for deficient homozygous haplotypes in Holstein cattle.,Molecular mapping of homozygous haplotypes in Holstein cattle reveals novel recessive protein-changing variants.
35328088,Characterization of Accessible Chromatin Regions in Cattle Rumen Epithelial Tissue during Weaning.,"Transitions in bovine rumen epithelial tissue during weaning reveal regulatory pathways associated with growth, motility, and morphogenesis."
35359668,Genome Wide Scan to Identify Potential Genomic Regions Associated With Milk Protein and Minerals in Vrindavani Cattle.,Genome-wide association study for milk protein and minerals in taurine-indicine crossbred cattle.
35338370,Heavy Metals Contained Within a Pb-Zn Waste Heap Exhibit Selective Association with Microbial Modules as Revealed by Network Analysis.,High-throughput microbial network analysis of heavy metal-tolerant modules on a Pb-Zn waste heap.
35245764,Seasonal and geographic variations of marine litter: A comprehensive study from the island of Cyprus.,Temporal and spatiotemporal variations in the abundance of marine litter on the island of Cyprus.
35318070,Molecular characterization of CRBR2 fragment of TLR4 gene in association with mastitis in Vrindavani cattle.,Polymorphism in the co-receptor binding region 2 of the bovine TLR4 gene and its association with clinical mastitis.
35285688,Chondroitin Sulfate Proteoglycans Are De Facto Cellular Receptors for Human Papillomavirus 16 under High Serum Conditions.,Fetal bovine serum inhibits the binding of heparan sulfate proteoglycan (HSPGs) to human papillomaviruses.
35286911,Association of post-partum serum Ca patterns with reproduction in Holstein cows.,Effects of subclinical hypocalcemia (SCHCa) on reproductive performance in dairy cows.
35307184,Genome-wide analysis of runs of homozygosity in Italian Mediterranean buffalo.,Genome-wide scan for runs of homozygosity and inbreeding in Mediterranean buffaloes.
35221059,"Assessment of milk yield and composition, early reproductive performance, and herd removal in multiparous dairy cattle based on the week of diagnosis of hyperketonemia in early lactation.","The timing of hyperketonemia (HYK) diagnosis during early lactation affects milk production, composition, reproductive performance, and herd removal."
35218992,Genome-wide detection of non-additive quantitative trait loci for semen production traits in beef and dairy bulls.,Non-additive quantitative trait loci for semen production traits in Japanese Black and Holstein bulls.
35216085,The Induced Expression of BPV E4 Gene in Equine Adult Dermal Fibroblast Cells as  a Potential Model of Skin Sarcoid-like Neoplasia.,Transgenization of equine adult cutaneous fibroblast cells with bovine papillomavirus E4 and BPV-E1^E4.
35304289,Formononetin attenuates Aβ25-35-induced adhesion molecules in HBMECs via Nrf2 activation.,Fononetin attenuates amyloid-β-induced activation in human brain microvascular endothelial cells.
35448653,Candidate Genes in Bull Semen Production Traits: An Information Approach Review.,Genome-Wide Association Studies Reveal Candidate Genes Associated with Semen Quality in Bulls.
35427916,Global prevalence of Giardia duodenalis in cattle: A systematic review and meta-analysis.,"Global prevalence, risk factors and genetic characterization of Giardia duodenalis infection in cattle."
35383222,Screening and validation of reference genes for qRT-PCR of bovine skeletal muscle-derived satellite cells.,Validation of internal reference genes for quantitative RT-PCR in bovine skeletal muscle-derived satellite cells during in vitro proliferation and differentiation.
35451781,Incorporation of Trait-Specific Genetic Information into Genomic Prediction Models.,Genomic prediction of complex traits using external biological information.
35352252,"Association of Infradian Rhythms of Motor Activity, Concentration of Glucocorticoid Hormones, and One-Minute-Step Oscillations of Body Temperature with Intensity of Fluctuations of Secondary Cosmic Rays.","Changes in the intensity of the secondary cosmic rays in relation to body temperature, motor activity, and glucocorticoid hormones in birds and rodents."
35301378,Breed dependent regulatory mechanisms of beneficial and non-beneficial fatty acid profiles in subcutaneous adipose tissue in cattle with divergent feed efficiency.,Transcriptome analysis of fatty acid profiles in subcutaneous adipose tissue of beef steers with divergent feed efficiency.
35214793,Protection of Cattle against Epizootic Bovine Abortion (EBA) Using a Live Pajaroellobacter abortibovis Vaccine.,Development of a vaccine candidate for epizootic bovine abortion in beef cattle.
35358837,Estimating the burden of multiple endemic diseases and health conditions using Bayes' Theorem: A conditional probability model applied to UK dairy cattle.,Modelling the Global Burden of Animal Diseases (GBADs) in Dairy Cattle: A Systematic Approach for Adjusting the Costliness.
35396568,Integrated analysis of expression profiles with meat quality traits in cattle.,Integrated analysis of miRNA and mRNA expression profiling in bovine.
35308836,Estimation of direct and maternal genetic effects and annotation of potential candidate genes for weight and meat quality traits in a genotyped outdoor dual-purpose cattle breed.,Genome-wide association studies for body weight traits in local Rotes Höhenvieh (RHV) cattle.
35285243,A Metagenomic Approach for Characterizing Antibiotic Resistance Genes in Specific Bacterial Populations: Demonstration with Escherichia coli in Cattle Manure.,A population metagenomic approach to study bacterial antibiotic resistance genes and their association with mobile genetic elements in E. coli.
35392112,An Observational Study Investigating Potential Risk Factors and Economic Impact for Bovine Ischaemic Teat Necrosis on Dairy Farms in Great Britain.,Farm-level risk factors associated with bovine ischaemic teat necrosis in Great Britain.
35261542,Association of inflammatory biomarker abnormalities with mortality in COVID-19: a meta-analysis.,"Predictive utility of C-reactive protein, Interleukin-6, D-dimer and Procalcitonin in the management of COVID-19 patients."
35327098,The Estimation of Genetic Parameters for Longevity According to Lactation Period  Using a Multiple Trait Animal Model in Korean Holstein Cows.,Heritability analysis of longevity in Korean Holstein cows using test day milk yield in South Korea.
35456104,Diagnosis of Coxiella burnetii Cattle Abortion: A One-Year Observational Study.,Detection of Coxiella burnetii as a cause of abortion in cattle by enzyme-linked immunosorbent assay.
35328663,Molecular Properties of Human Guanylate Cyclase-Activating Protein 3 (GCAP3) and  Its Possible Association with Retinitis Pigmentosa.,Myristoylated guanylate cyclase-activating protein 3 (GCAP3) with retinitis pigmentosa.
35307176,Genome-wide association analysis for susceptibility to infection by Mycobacterium avium ssp. paratuberculosis in US Holsteins.,Genetic variation in host susceptibility to paratuberculosis in Holstein cattle.
35239048,Molecular characterization and hematological analysis of Listeria monocytogenes infection in dairy cows in Punjab (Pakistan).,Molecular characterization of Listeria monocytogenes isolated from symptomatic cow's milk in Punjab.
35213667,Risk factors for bovine rotavirus infection and genotyping of bovine rotavirus in diarrheic calves in Bangladesh.,Risk factors associated with bovine rotavirus infection in diarrheic calves in Bangladesh.
35379456,Effect of selective dry cow treatment on udder health and antimicrobial usage on  Dutch dairy farms.,Effect of selective dry cow treatment on clinical mastitis in Dutch dairy farms.
35456078,The Associated Decision and Management Factors on Cattle Tick Level of Infestation in Two Tropical Areas of Ecuador.,Tick control practices in two tropical livestock areas and their association with tick infestation.
35255804,A 1-bp deletion in bovine QRICH2 causes low sperm count and immotile sperm with multiple morphological abnormalities.,A 1-bp deletion in the bovine QRICH2 gene causes low sperm concentration and immotile sperm with multiple morphological abnormalities.
35346467,Genetic and genomic analysis of age at first insemination in Israeli dairy cattle.,"Genetic analysis of age at first insemination, calving age, and its associations with economic traits in Israeli Holsteins."
35222192,Non-symbolic Ratio Reasoning in Kindergarteners: Underlying Unidimensional Heuristics and Relations With Math Abilities.,The effect of binary comparisons of ratios with discrete and continuous representations.
35327670,Identification and Characterization of Circular RNAs in Mammary Tissue from Holstein Cows at Early Lactation and Non-Lactation.,Expression profile and characterization of circRNAs in mammary tissue from Holstein cows at early lactation and non-lactation.
35347868,Seroprevalence of anti-Leptospira antibodies in equines and associated workers-Isolation of Leptospira interrogans serogroup Canicola from equine urine.,Seroprevalence of Leptospira antibodies in equines and associated workers in Uruguay.
35413450,Whole-Genome Sequence of a Putative Pathogenic Bacillus sp. strain SD-4 Isolated  from Cattle Feed.,Genome analysis of a novel Bacillus sp. strain SD-4 isolated from feed.
35458653,A Disposable Sensor Chip Using a Paste Electrode with Surface-Imprinted Graphite  Particles for Rapid and Reagentless Monitoring of Theophylline.,Construction of a carbon-based imprinted electrochemical sensor for the detection of THO.
35213644,Dynamic sustainable productivity growth of Dutch dairy farming.,"The decline in dynamic productivity growth in the economic, environmental and social dimensions of Dutch dairy farms using the by-production model."
35268150,The Candidate Chromosomal Regions Responsible for Milk Yield of Cow: A GWAS Meta-Analysis.,A meta-analysis of genome-wide association studies for milk yield in dairy cattle.
35244319,"The prevalence of Campylobacter spp., Listeria monocytogenes and Shiga toxin-producing Escherichia coli in Norwegian dairy cattle farms: A comparison between free stall and tie stall housing systems.",Zoonotic bacteria in raw milk from dairy farms with loose housing systems and tie-stall housing and cow hygiene score.
35366068,Livestock Use on Public Lands in the Western USA Exacerbates Climate Change: Implications for Climate Change Mitigation and Adaptation.,Cessation of grazing on public lands of the western USA: a cost-effective approach to mitigate climate change.
35342200,Inflammatory Biomarker and Response to Antidepressant in Major Depressive Disorder: a Systematic Review and Meta-Analysis.,Pheripheral cytokine levels at baseline and response to antidepressant therapy in Major Depressive Disorder: A meta-analysis.
35197999,"Analysis of Upstream Regulators, Networks, and Pathways Associated With the Expression Patterns of Polycystic Ovary Syndrome Candidate Genes During Fetal Ovary Development.",Expression of polycystic ovarian syndrome candidate genes across gestation in bovine fetal ovaries.
35314179,Influences of charge properties and hydrophobicity on the coagulation of inorganic and organic matters from water associated with starch-based coagulants.,Evaluation of cationic starch-based coagulants with different hydrophobicities and charge densities in micropolluted water.
35268066,Cow's Milk Intake and Risk of Coronary Heart Disease in Korean Postmenopausal Women.,Cow's Milk Intake and Coronary Heart Disease Risk in Postmenopausal Women.
35272721,The winner takes it all: dominance of Calicophoron daubneyi (Digenea: Paramphistomidae) among flukes in Central European beef cattle.,Parasitological findings of Calicophoron daubneyi in beef cattle from the Czechia.
35323100,A missense mutation (rs209302038) of KRT9 gene associated with heat stress in Chinese cattle.,A missense mutation in the KRT9 gene is associated with heat stress in Chinese indigenous cattle.
35448519,"Production of Hydroxy Fatty Acids, Precursors of γ-Hexalactone, Contributes to the Characteristic Sweet Aroma of Beef.","Characterization of γ-hexalactone, a potential indicator of beef aroma in Japanese Black cattle."
35207596,Characterization of Serum Metabolome and Proteome Profiles Identifies SNX5 Specific for Pregnancy Failure in Holstein Heifers.,Detection of SNX5 in serum from heifers with early pregnancy loss.
35412417,Validation of serum paraoxonase/arylesterase 1 (PON1) as a protein marker of illicit dexamethasone treatment in veal calves.,Identification of PON1 as a marker of illicit dexamethasone use in veal calves.
35392625,DNA methylation dataset of bovine embryonic fibroblast cells treated with epigenetic modifiers and divergent energy supply.,Genome-wide DNA methylation analysis of bovine embryonic fibroblast cells exposed to four epigenetic modifiers.
35334789,Evaluating the Effects of Diet-Gut Microbiota Interactions on Sleep Traits Using  the UK Biobank Cohort.,Association of Diet and Gut Microbiota Interactions with Sleep: A UK Biobank Cohort Study.
35324839,PRM1 Gene Expression and Its Protein Abundance in Frozen-Thawed Spermatozoa as Potential Fertility Markers in Breeding Bulls.,Protamine-1 (PRM1) as a fertility marker for bulls in Indonesia.
35307348,A single phenylalanine residue in β-arrestin2 critically regulates its binding to G protein-coupled receptors.,"Phe116, a conserved phenylalanine residue, prevents β-arr2 ubiquitination with activated β2-adrenergic receptor."
35282913,"Heat stress during the transition period is associated with impaired production,  reproduction, and survival in dairy cows.","Association of heat stress exposure during the first 90 days postpartum with production, health, reproduction, and survival in dairy cows."
35291953,"Characterization of runs of homozygosity, heterozygosity-enriched regions, and population structure in cattle populations selected for different breeding goals.",Genetic diversity in selected cattle populations: a cross-sectional analysis of runs of homozygosity and inbreeding depression.
35332362,Effects of DGAT1 on milk performance in Sudanese Butana × Holstein crossbred cattle.,A polymorphism of diacylglycerol acyltransferase 1 (DGAT1) in Butana and Its cross with Holstein.
35450716,Association between genomic daughter pregnancy rates and reproductive parameters  in Holstein dairy cattle.,Relationship between genomic daughter pregnancy rate and reproduction parameters in Holstein cows.
35327183,The Utility of Serological Analysis for Neospora caninum Infection in Dairy Cattle Farms Management: Serological Investigation and Evaluation of the Effects  on Reproductive and Productive Performances in Two Study Herds in Northern Italy.,Seroepidemiology of Neospora caninum Infection in Dairy Cattle: A Case Study.
35228409,Leptin receptor expression and its change in association with the normalization of EGF profile after seminal plasma treatment in repeat breeder dairy cows.,Transcriptional analysis of leptin receptor (Ob-R) profiles in dairy cattle after seminal plasma treatment.
35305573,Identification of novel alternative splicing associated with mastitis disease in  Holstein dairy cows using large gap read mapping.,Identification of novel mRNA isoforms generated via alternative splicing in milk from Holstein dairy cows with mastitis.
35231779,Coupled steroid and phosphorus leaching from cattle slurry at lysimeter scale.,The persistence of faecal steroids and phosphorus in sub-surface hydrological pathways during wet weather in organic fertilisers.
35390123,Revealing the genetic basis of eyelid pigmentation in Hereford cattle.,Genome-wide association study reveals the genetic basis of eyelid pigmentation in Hereford cattle.
35400964,The first study on seroprevalence and risk factors of Neospora caninum infection  in pregnant local cows from Northeast Algeria.,Seroprevalence of Neospora caninum infection in the local Atlas brown cattle from Northeast Algeria.
35335790,Construction of N-CDs and Calcein-Based Ratiometric Fluorescent Sensor for Rapid  Detection of Arginine and Acetaminophen.,Construction of a novel ratiometric fluorescent sensor for the rapid detection of arginine and acetaminophen in serum.
35342738,Efficacy of synergistic activity of seed oils from Carthamus tinctorius (Safflower) and Nasturtium officinale (Watercress) on the lethality of the cattle tick Hyalomma scupense (Acari: Ixodidae).,Chemical components of Carthamus tinctorius and Nasturtium officinale seed oils and their anti-tick properties against Hyalomma scupense ticks.
35337023,Environmental Effects on Viable Virus Transport and Resuspension in Ventilation Airflow.,"Bovine coronavirus (SARS-CoV-2) in a plexiglass chamber with coupons of metal, wood and plastic surfaces."
35282903,"Association of housing and management practices with milk yield, milk composition, and fatty acid profile, predicted using Fourier transform mid-infrared spectroscopy, in farms with automated milking systems.",Association of bulk tank milk composition and fatty acid profile with management and housing factors on Canadian Holstein dairy farms.
35379858,Recovery of mitogenomes from whole genome sequences to infer maternal diversity in 1883 modern taurine and indicine cattle.,Full Bovine Mitogenome Diversity Reveals a New I1a Subgroup in Cattle.
35275284,The association between meat and fish intake by preparation methods and breast cancer in the Carolina Breast Cancer Study (CBCS).,Associations between meat preparation methods and breast cancer in the North Carolina Breast Cancer Study.
35346462,Integrating heterogeneous across-country data for proxy-based random forest prediction of enteric methane in dairy cattle.,Comparison of multiple linear regressions and predictor variables to predict methane emissions from proxies in dairy cows.
35215125,Molecular Characterization of Bovine Leukemia Virus with the Evidence of a New Genotype Circulating in Cattle from Kazakhstan.,Molecular characterization of bovine leukemia virus (BLV) in cattle from Kazakhstan.
35321292,The migration of the bovine-derived xenograft particles: A case series.,Long-Term Outcome of Bovine Bone Porcine Xenografts and Their Association with Clinical Complications.
35268227,Associations between Animal Welfare Indicators and Animal-Related Factors of Slaughter Cattle in Austria.,"Prevalence of lameness, dirtiness, and abomasal disorders in slaughter cattle in Austria."
35440706,Long-term artificial selection of Hanwoo (Korean) cattle left genetic signatures  for the breeding traits and has altered the genomic structure.,Long-Term Artificial Selection Affects the Genome Structure of Indigenous Korean Cattle.
35222335,Identification of Type VI Secretion Systems Effector Proteins That Contribute to  Interbacterial Competition in Salmonella Dublin.,Identification of antibacterial effectors within the Type VI Secretion System (T6SS) gene cluster in Salmonella enterica serotype Dublin.
35444687,Genetic Modeling and Genomic Analyses of Yearling Temperament in American Angus Cattle and Its Relationship With Productive Efficiency and Resilience Traits.,Genome-wide association analysis of yearling temperament in North American Angus cattle.
35225175,Identification and dynamic expression profiling of circadian clock genes in Spodoptera litura provide new insights into the regulation of sex pheromone communication.,Identification of circadian clock genes regulating sexual communication in Spodoptera litura.
35405644,Molecular Characterization of Rickettsial Agents in Ticks (Acari: Ixodidae) from  Sri Lanka.,Molecular surveillance of spotted fever group rickettsiae in central Sri Lanka.
34509172,Transcriptome analysis reveals key genes and pathways associated with egg production in Nandan-Yao domestic chicken.,Transcriptome analysis of the ovary and uterus of Nandan-Yao chicken (Gallus gallus domesticus).
34677025,Induction of General Anesthesia With Alfaxalone in the Domestic Chicken.,Evaluation of anesthetic induction and endotracheal intubation of alfaxalone in chickens.
35155537,Association Between Dietary Patterns and Different Metabolic Phenotypes in Japanese Adults: WASEDA'S Health Study.,A posteriori dietary pattern is associated with different metabolic phenotypes in middle-aged and elderly Japanese adults.
34547619,Factors affecting gene expression associated with the skin color of black-bone chicken in Thailand.,"Effect of breed, sex, age, and age on the gene expression of melanocortin 1 receptor, DOPA chrome tautomerase, tyrosinase-related protein 1 (TYRP1) and agouti signaling protein genes in Thai commercial chicken lines."
35056020,Investigation of the Potential of Heterophil/Lymphocyte Ratio as a Biomarker to Predict Colonization Resistance and Inflammatory Response to Salmonella enteritidis Infection in Chicken.,Heterophil/lymphocyte ratio is associated with robustness and Salmonella-resistance in chicken.
35182101,Effects of Lean Pork on Microbiota and Microbial-Metabolite Trimethylamine-N-Oxide: A Randomized Controlled Non-Inferiority Feeding Trial Based on the Dietary Guidelines for Americans.,Consuming pork as a predominant protein does not exacerbate Trimethylamine-N-oxide-response in an omnivorous diet.
34481002,"ALDH2, ADCY3 and BCMO1 polymorphisms and lifestyle-induced traits are jointly associated with CAD risk in Chinese Han people.",Genetic and environmental factors associated with coronary artery disease in Chinese Han population.
35123157,Investigating the cecal microbiota in broiler poultry farms and its potential relationships with animal welfare.,Modulation of the cecal microbiota and correlations with Campylobacter carriage status and welfare in broilers.
35405643,Prevalence of Chagas Disease and Associated Factors in an Endemic Area of Northeastern Argentina.,Prevalence of Trypanosoma cruzi infection in an endemic area of Argentina.
35068105,Immune Responses and B Complex Associated Resistance to Infectious Bronchitis Virus in Chickens.,Chicken major histocompatibility complex (MHC) immune responses and resistance to infectious bronchitis virus.
34504482,Characterization of a Potent New-Generation Antimicrobial Peptide of Bacillus.,Molecular characterization and characterization of Bacillus paralicheniformis antimicrobial peptide.
34852967,MiR-29b-1-5p regulates the proliferation and differentiation of chicken primary myoblasts and analysis of its effective targets.,MiR-29b-1-5p inhibits the proliferation of primary chicken myoblasts by directly binding the 3'UTR of ANKRD9.
34928784,"Insulin-like growth factor 2 (IGF2) gene: molecular characterization, expression  analysis and association of polymorphisms with egg production traits in goose (Anser cygnoides).",Identification and characterization of the goose IGF2 cDNA.
34512716,The Potential of Toll-Like Receptors to Modulate Avian Immune System: Exploring the Effects of Genetic Variants and Phytonutrients.,Toll-like receptors (TLRs) in the immune response to pathogens in chicken.
35278017,A carvacrol-based product reduces Campylobacter jejuni load and alters microbiota composition in the caeca of chickens.,A carvacrol-based product reduces caecal load in broiler chickens.
35276495,"In pursuit of a better broiler: tibial morphology, breaking strength, and ash content in conventional and slower-growing strains of broiler chickens.",Differences in bone traits in broiler chickens differing in growth rate.
35334925,"Efficacy of the Nutritional Risk Index, Geriatric Nutritional Risk Index, BMI, and GLIM-Defined Malnutrition in Predicting Survival of Patients with Head and Neck Cancer Patients Qualified for Home Enteral Nutrition.",Association between nutritional status at the time of qualification for home enteral nutrition and survival of patients with head and neck cancer.
35175959,Restricted dietary pattern may contribute to lowering blood pressure in adolescents with obesity: Study of Cardiovascular Risk in Adolescents.,Dietary patterns and their association with blood pressure in adolescents.
34585996,Pigment concentrations in eggshell and their related gene expressions in uterus of Changshun blue eggshell chickens.,"Expression of HO-1, ferrochelatase 1 and biliverdin reductase A genes in eggshell gland of Changshun blue-shell chickens."
34954808,The light response in chickens divergently selected for feather pecking behavior  reveals mechanistic insights towards psychiatric disorders.,Dicer1 downregulates micro RNA processing in the brains of high and low feather pecking chickens.
34460062,Genomic organization and hypoxia inducible factor responsive regulation of teleost hsp90β gene during hypoxia stress.,Hsp90β gene expression in Channa striatus (Siluriformes: Ixodidae).
35268126,Identification and Protective Efficacy of Eimeria tenella Rhoptry Kinase Family Protein 17.,Expression of the rhoptry kinase family protein 17 of Eimeria tenella and its protective efficacy in chickens.
34573562,RNA Profiles of the Korat Chicken Breast Muscle with Increased Carnosine Content  Produced through Dietary Supplementation with β-Alanine or L-Histidine.,Transcriptome analysis of porat chicken breast muscles reveals differentially expressed genes associated with meat tenderness.
35310118,Diagnostic Laparoscopy for Ovarian Tumor Due to Salmonella Infection.,Association of Salmonella infection with a tubo-ovarian abscess in a patient with enteritis.
34988376,Association of insulin-like growth factor 1 (IGF1) gene polymorphism with the reproductive performance of three dual-purpose chicken breeds.,Association of Insulin-like Growth Factor 1 (IGF1) gene polymorphism with the reproductive performance of dual-purpose chicken breeds.
35090599,Mapping the invisible chromatin transactions of prophase chromosome remodeling.,An interactive proteomic map of chromatin transactions during mitotic entry in chicken DT40 CDK1as cells.
34461467,Small-scale commercial chicken production: A risky business for farmers in the Mekong Delta of Vietnam.,"Financial and economic parameters of small-scale farming of native chicken flocks in Dong Thap province, Vietnam."
34928895,Overactive Bladder or Anxiety: Which Came First?,Bidirectional Association Between OAB and Anxiety: A Review.
34890302,"Associations of CALM1 and DRD1 polymorphisms, and their expression levels, with Taihang chicken egg-production traits.",Association of CALM1 and DRD1 gene polymorphisms with egg production in Taihang chicken.
34816300,Evaluation of immunoprotective effects of recombinant proteins and DNA vaccines derived from Eimeria tenella surface antigen 6 and 15 in vivo.,Immunoprotection of Eimeria tenella surface antigen 6 and 15 with recombinant proteins and DNA vaccines.
34475461,Indicators of the molecular pathogenesis of virulent Newcastle disease virus in chickens revealed by transcriptomic profiling of spleen.,Transcriptomic analysis of spleen of Newcastle disease virus (NDV-GVII) in chickens challenged with a lymphotropic virus.
34471977,Epidemiology of Neospora caninum infection in free-range chickens (Gallus gallus  domesticus) in north central Mexico.,"Epidemiology of natural infection by N. caninum in free-range chickens from Aguascalientes, Mexico."
34923247,Baculovirus-derived influenza virus-like particle confers complete protection against lethal H7N9 avian influenza virus challenge in chickens and mice.,Immunization of H7N9 influenza virus-like particle with baculovirus expression system and its efficacy in chickens and mice.
34600571,Microbial taxa in dust and excreta associated with the productive performance of  commercial meat chicken flocks.,Bacterial signatures of high and low performing commercial meat chicken farms in Australia.
34546051,Searching for Hydrodynamic Orienting Effects in the Association of Tri-N-acetylglucosamine with Hen Egg-White Lysozyme.,Quantification of ionic strength dependence of the binding anisotropy of tri-N-acetylglucosamine with hen egg-white lysozyme.
34650121,Transcriptomics of chicken cecal tonsils and intestine after infection with low pathogenic avian influenza virus H9N2.,Transcriptome analysis of ileum and cecal tonsils after infection with low pathogenic avian influenza virus H9N2.
35421830,Construction and immune efficacy of a recombinant turkey herpesvirus vaccine strain expressing fusion protein of genotype VII Newcastle disease virus.,Construction and Immunization of HVT-NDV-opti F Vaccine against Newcastle Disease Virus in Chickens.
35237677,Smallholder Broiler Farmers' Characteristics to Uptake Measures Against Highly Pathogenic Avian Influenza in Western Java.,Farm characteristics and their associations with HPAI control policy in Western Java smallholder broiler farms.
34883322,Ascaridia galli challenge model for worm propagation in young chickens with or without immunosuppression.,"Pathogenicity of Ascaridia galli in young chickens by immunosuppression with dexamethasone, cyclophosphamide or sham."
35345851,Time-Course Transcriptional and Chromatin Accessibility Profiling Reveals Genes Associated With Asymmetrical Gonadal Development in Chicken Embryos.,Molecular insights into the asymmetric development of chicken gonads.
34567487,Clinical Effect Analysis of Laparoscopic Surgery for Gastric Tumor under Data Mining.,Comparison of the feasibility of laparoscopic local gastrectomy for the treatment of benign gastric tumors.
34774358,A novel DNA platform designed for vaccine use with high transgene expression and  immunogenicity.,Expression of exogenous genes in mammalian cells by a plasmid vector derived from pVax1.
35431079,Worm control practices on free-range egg farms in Australia and anthelmintic efficacy against nematodes in naturally infected layer chickens.,"Efficacy of the commercial anthelmintics levamisole, piperazine, flubendazole (FLBZ) and fluenzole against gastrointestinal nematodes on free-range egg producers in Australia."
34585985,Development of an Inactivated H7N9 Subtype Avian Influenza Serological DIVA Vaccine Using the Chimeric HA Epitope Approach.,Identification of a H7N9 avian influenza virus hemagglutinin subunit 2 glycoprotein (HA2) peptide chip and antisera as a DIVA vaccine candidate.
35125917,"Evaluation of Commercial 6-Phytases on Growth Performance, Bone Mineral Content,  and Feed Digestibility of Broiler Chicks.","Effects of phytases on broiler technical performance, tibia ash, and feed digestibility."
34844112,Epididymal mRNA and miRNA transcriptome analyses reveal important genes and miRNAs related to sperm motility in roosters.,Integrated analysis of cDNA libraries and miRNA transcriptome in roosters with diverse sperm motility in the epididymis.
35095857,Differential Virus-Specific IFN-Gamma Producing T Cell Responses to Marek's Disease Virus in Chickens With B19 and B21 MHC Haplotypes.,Frequency of IFN-gamma producing p38 and MEQ-specific T cell responses in Marek's disease virus-resistant chickens.
35400313,Genome-wide association studies and haplotype sharing analysis targeting the growth traits in Yandang partridge chickens.,Genome-wide association studies for growth traits in Yandang partridge chicken.
35189072,Identification of nucleotide polymorphisms in the key promoter region of chicken  annexins A2 gene associatied with egg laying traits.,Polymorphisms in the promoter region of chicken ANXA2 gene and their association with egg laying traits.
35432481,Transcriptome Analysis Reveals miR-302a-3p Affects Granulosa Cell Proliferation by Targeting DRD1 in Chickens.,Transcriptome analysis of small yellow follicle in high- and low-yielding Taihang layer hens.
34584942,Transcriptomic profile of leg muscle during early growth and development in Haiyang yellow chicken.,Transcriptome analysis of chicken skeletal muscle reveals candidate genes for early growth in Haiyang yellow chicken.
35316733,Endoplasmic reticulum stress is involved in small white follicular atresia in chicken ovaries.,Endoplasmic reticulum stress is associated with follicular atresia in laying hens.
35168561,Genetic effect of an InDel in the promoter region of the NUDT15 and its effect on myoblast proliferation in chickens.,Association analysis of two indels in the promoter region of NUDT15 with growth and carcass traits in chickens.
34625122,Perturbations of the ileal mycobiota by necrotic enteritis in broiler chickens.,Dysbiosis of the ileal mycobiota is associated with necrotic enteritis in broilers.
34628592,Neuro-Behavioral Dynamic Prediction of Interpersonal Cooperation and Aggression.,Neural prediction of behavioral choices in the subsequent decision-output stage of the chicken game.
35037399,Homologous PB1 gene promotes the replication efficiency of avian influenza H7N4 candidate vaccine virus.,Hemagglutinin 1 (PB1) as a reassortant virus for pandemic preparedness in China.
35327110,Morphological Characteristics and Transcriptome Landscapes of Chicken Follicles during Selective Development.,Transitions of follicles during follicle selection in the prehierarchal to the hierarchal stage.
34778408,Post-angiography Retention of the Contrast Agent in the Left Atrial Appendage Is  Associated With Risk of Cardioembolic Stroke in Patients With Atrial Fibrillation: A Retrospective Study.,Left atrial appendage contrast agent retention after angiography is associated with increased risk of cardioembolic stroke in patients with Atrial fibrillation.
